company_name,company_number,category
Giordani Fashion,+7 (951) 919-35-75,Магазины одежды
Женская одежда,+7 (915) 938-74-99,Магазины одежды
Модный стиль,+7 (910) 391-41-15,Магазины одежды
Topshmot_nn,+7 (902) 785-05-00,Услуги вышивки
Zamsha,+7 (967) 711-69-60,Магазины одежды
Nota,+7 (903) 058-63-02,Магазины одежды
Газмерч,+7 (831) 299-06-99,Магазины подарков
Mr&Ms Kids,+7 (910) 120-03-03,Магазины одежды
Lady,+7 (920) 002-37-12,Магазины одежды
Stella,+7 (920) 003-34-24,Магазины одежды
Mirяsova,+7 (986) 747-59-33,Пошив одежды
Магазин детских товаров,+7 (908) 727-07-73,Детские магазины
Дикий ангел,+7 (910) 791-00-55,Магазины одежды
Элис,+7 (906) 356-05-88,Магазины одежды
Uniform,+7 (952) 453-68-97,Магазины одежды
Berkonty,+7 (930) 812-72-80,Магазины обуви
Женская одежда,+7 (950) 621-16-64,Магазины одежды
New Season,+7 (951) 905-99-67,Магазины одежды
Элен,+7 (903) 607-33-15,Магазины одежды
Boston,+7 (920) 059-84-76,Магазины одежды
Bolero,+7 (999) 120-40-33,Магазины одежды
Ивановский текстиль,+7 (953) 415-05-87,Постельные принадлежности
Изюм,+7 (906) 351-61-80,Магазины одежды
Benchetti,+7 (908) 233-19-05,Магазины одежды
Le style ici,+7 (930) 277-11-80,Магазины одежды
Элита,+7 (930) 803-91-05,Магазины одежды
Одри,+7 (962) 598-67-89,Магазины одежды
Метелица,+7 (910) 796-68-18,Магазины кожи и меха
Bounty,+7 (952) 787-45-49,Магазины одежды
Minx_nn,+7 (930) 801-44-11,Магазины одежды
Елена,+7 (910) 797-25-73,Магазины одежды
Leopar,+7 (910) 006-08-74,Магазины кожи и меха
Erika,+7 (960) 181-34-52,Магазины одежды
Эстет,+7 (960) 174-20-47,Верхняя одежда
Блум,+7 (951) 907-70-80,Магазины одежды
Поток,+7 (909) 285-95-95,Секонд-хенды
Lovely Room,+7 (910) 129-15-44,Магазины одежды
La Fabrica,+7 (953) 303-87-82,Магазины одежды
Магазин-ателье,+7 (910) 797-54-01,Магазины одежды
Be Style,+7 (952) 788-57-56,Магазины одежды
Davydova lingeriе,+7 (953) 550-48-48,Нижнее бельё
Костюм & галстук,+7 (910) 386-62-08,Магазины одежды
Nome,+7 (831) 257-84-52,Магазины одежды
Эконом карман,+7 (951) 912-90-82,Товары для дома
Miss,+7 (920) 074-96-63,Магазины одежды
Fashion Elena,+7 (920) 251-70-70,Магазины одежды
Троя,+7 (908) 234-83-40,Магазины одежды
Мир моды,+7 (920) 007-72-14,Магазины одежды
Джинсы,+7 (910) 876-41-89,Магазины одежды
Biblioteca,+7 (831) 433-69-34,Кафе
Monet,+7 (831) 410-20-00 (доб. 1),Рестораны
Фонотека,+7 (831) 430-15-82,Кафе
Парк Культуры,+7 (831) 215-12-12,Рестораны
Берлога,+7 (831) 278-68-39,Кафе
Мох,+7 (930) 699-66-99,Кафе
Penthouse,+7 (831) 437-33-73,Кафе
Monica,+7 (987) 743-53-53,Рестораны
Chicko,+7 (912) 710-02-53,Кафе
Барелли,+7 (831) 422-28-66,Рестораны
Dekas,+7 (831) 469-09-90,Рестораны
Юла Пицца,+7 (920) 299-06-96,Рестораны
Brat Burgers,+7 (910) 790-47-41,Кафе
Хинкали,+7 (831) 215-47-07,Кафе
Мама Дома,+7 (831) 410-26-06,Рестораны
Вспышка,+7 (963) 231-96-17,Кафе
Цейлон,+7 (920) 001-33-08,Рестораны
Ёж,+7 (901) 248-60-58,Рестораны
Строгов,+7 (908) 745-09-87,Рестораны
Daily,+7 (953) 415-92-69,Кафе
Наршараб,+7 (831) 433-04-44,Рестораны
Крабс Сифуд Бистро,+7 (915) 956-13-59,Рестораны
Хачапурия,+7 (831) 282-33-92,Рестораны
Dodici Italy,+7 (831) 260-14-48,Рестораны
Бакинская улица,+7 (908) 747-77-44,Рестораны
Магадан,+7 (831) 215-20-20,Рестораны
Стейк-Хаус,+7 (831) 277-55-57,Рестораны
Самурай,+7 (831) 410-07-68,Кафе
Хачапури и Вино,+7 (831) 413-21-43,Кафе
Cinema,+7 (831) 211-55-00,Рестораны
Африка,+7 (831) 275-45-30,Кафе
Штолле,+7 (831) 215-08-20,Кафе
Баренц,+7 (831) 210-77-76,Рестораны
Уголек,+7 (908) 160-77-44,Рестораны
Виталич,+7 (951) 910-59-32,Рестораны
Салют,+7 (952) 788-85-58,Рестораны
Экспедиция,+7 (831) 282-09-11,Рестораны
Onne Poke,+7 (910) 138-71-80,Кафе
Vibe Poke,+7 (960) 188-88-03,Кафе
Губернское кафе,+7 (831) 439-03-44,Кафе
Старик Хинкалыч,+7 (908) 767-66-77,Кафе
Горячо,+7 (910) 125-20-00,"Бары, пабы"
Шоколадница,+7 (987) 080-06-50,Кофейни
Тако,+7 (906) 356-36-05,Суши-бары
Мишка,+7 (910) 793-54-54,Кондитерские
Mola Mola,+7 (930) 800-94-67,Кофейни
Базар,+7 (831) 414-00-23,Рестораны
Bocconcino,+7 (831) 282-18-83,Рестораны
Пельмени,+7 (831) 433-76-20,Кафе
Plan_B,+7 (831) 270-70-00,Рестораны
Колхида,+7 (831) 261-77-07,Рестораны
Trattoria Fettuccine,+7 (831) 439-42-63,Рестораны
Тарелкин,+7 (831) 419-21-84,Кафе
Mir Mir,+7 (920) 028-28-58,Кафе
Лепи Тесто,+7 (963) 232-89-39,Кафе
Ribs,+7 (831) 410-11-10,Рестораны
Дали,+7 (831) 414-50-58,Кафе
Хачапури Марико,+7 (831) 423-49-97,Рестораны
Самурай,+7 (831) 410-07-86,Кафе
Папаша Билли,+7 (831) 210-55-56,Рестораны
Лепи Тесто,+7 (831) 213-80-82,Кафе
ПМ-бар,+7 (960) 179-09-89,"Бары, пабы"
Ёмаё,+7 (831) 433-53-95,Караоке-клубы
Колос,+7 (831) 215-10-55,Кафе
Vinedo,+7 (831) 410-99-98,Рестораны
Ваниль,+7 (904) 396-29-40,Кафе
Sehr Gut!,+7 (831) 413-30-44,Рестораны
Жамэль,+7 (831) 232-22-22,Рестораны
Английское посольство,+7 (831) 210-77-78,Рестораны
Кусто,+7 (920) 015-11-75,Рестораны
Franky,+7 (908) 730-62-05,"Бары, пабы"
Легенда Чайхана,+7 (831) 212-91-93,Кафе
Pronto Pizza e Pasta,+7 (831) 419-23-60,Пиццерии
Уют,+7 (831) 245-40-24,Кафе
Ресторан ОКА,+7 (831) 422-51-34,Рестораны
Бульвар,+7 (831) 413-11-15,Кафе
Зимний СадЪ,+7 (901) 248-54-88,Кафе
Beerлога,+7 (906) 359-43-37,Рестораны
Obed&Uzhin,+7 (831) 437-89-10,"Бары, пабы"
У Мангала за Стеклом,+7 (831) 230-47-57,Быстрое питание
Домашняя Италия,+7 (831) 422-15-15,Рестораны
Пита,+7 (930) 667-76-96,Кафе
Шах,+7 (920) 023-20-02,Кафе
Шафран,+7 (962) 516-43-77,Быстрое питание
По адресу,+7 (831) 243-57-35,Кафе
Öö,+7 (831) 282-52-50,"Бары, пабы"
Aromi,+7 (999) 075-33-88,Пиццерии
Буфетъ,+7 (909) 297-42-77,Кафе
P. S,+7 (910) 136-56-90,Кофейни
Печёра,+7 (930) 803-20-51,Столовые
Сова,+7 (987) 089-51-66,Кафе
New Delhi Cafe,+7 (952) 469-28-53,Кафе
Мистер Бублик,+7 (904) 042-90-26,Кондитерские
Быстрый русский,+7 (996) 563-69-11,Кафе
Shizgara,+7 (831) 433-38-93,Караоке-клубы
Шашлык52,+7 (831) 410-16-11,Доставка еды
Буфетъ,+7 (960) 171-69-20,Кафе
Маскара,+7 (902) 780-71-71,Кафе
Сам Себе Мишлен,+7 (920) 030-71-01,Столовые
Самурай,+7 (910) 380-05-47,Кафе
Кафе Азимут,+7 (831) 461-92-42,Кафе
Галерея,+7 (831) 257-82-23,Кафе
Gorky Coffee,+7 (910) 879-79-78,Кофейни
Бакинский дворик,+7 (953) 570-33-25,Кафе
Круассан Дорэ,+7 (930) 210-93-09,Кондитерские
Coffee Molly,+7 (903) 609-39-29,Кофейни
Волконский,+7 (930) 293-03-44,Кафе
Чёрточка,+7 (910) 145-72-78,Кофейни
Bit.com,+7 (999) 079-07-99,Кафе
Сладкий Горький,+7 (831) 291-27-97,Кофе с собой
Xalal,+7 (917) 618-37-54,Кафе
Мистер гриль,+7 (987) 544-08-08,Кафе
Нижневолжская шаурма,+7 (903) 054-00-50,Быстрое питание
Венеция,+7 (910) 791-02-33,Кафе
Автосуши Автопицца,+7 (831) 217-00-00,Суши-бары
Skuratov Coffee,+7 (930) 819-59-90,Кофейни
Султан,+7 (929) 041-81-32,Рестораны
Burrito,+7 (920) 019-29-49,Быстрое питание
One Price Coffee,+7 (495) 015-31-50,Кофейни
Твоя Еда,+7 (930) 688-08-80,Доставка еды
Cake & Pie,+7 (831) 215-33-35,Торты на заказ
Coffee Like,+7 (3412) 90-82-92,Кофейни
Свой бар,+7 (930) 717-03-07,Кафе
Нагорный,+7 (831) 415-44-03,Кафе
Jawsspot,+7 (904) 913-16-66,"Бары, пабы"
Восток дело вкусное,+7 (831) 423-88-23,Рестораны
Spicy Band,+7 (980) 923-04-31,Рестораны
Шоколадница,+7 (910) 057-50-42,Кофейни
Мадлен,+7 (902) 787-87-65,Пекарни
Твой Кофе,+7 (939) 869-88-02,Кофейни
Радо бар,+7 (831) 433-43-66,"Бары, пабы"
Восток,+7 (904) 044-42-12,Кафе
Стейк&Эггс,+7 (831) 291-76-81,Рестораны
Poke Moon,+7 (831) 217-55-15 (доб. 1),Быстрое питание
Red Hot Coffee Dog,+7 (905) 193-94-18,Кафе
Параллель,+7 (986) 762-98-71,"Бары, пабы"
Gorky Coffee,+7 (962) 508-88-71,Кофейни
Do.Bro Coffee,+7 (987) 558-99-36,Кофейни
Янгиюль,+7 (920) 058-38-00,Кафе
Fistashka,+7 (902) 303-82-05,Кафе
Шашлычный дворик,+7 (920) 881-00-00,Кафе
Еда Bistro,+7 (960) 190-99-09,Кафе
Koala,+7 (903) 122-00-88,Пиццерии
Капитан Кофе,+7 (930) 283-74-04,Кофейни
Сладкий Горький,+7 (926) 360-58-82,Кофейни
Самоваръ,+7 (929) 040-80-80,Кафе
Mercure,+7 (831) 416-02-22,Рестораны
Couple cup,+7 (910) 390-90-87,Кофейни
ПариКОФЕ,+7 (906) 365-27-55,Кофейни
Лагом,+7 (926) 777-12-50,Кофейни
Лакшии,+7 (986) 151-20-00,Рестораны
Фаст Суши,+7 (963) 232-88-16,Суши-бары
Шаверма,+7 (905) 867-78-84,Кафе
Гравитация кофе,+7 (950) 367-45-68,Кофейни
Красная шапочка,+7 (831) 423-57-75,Пекарни
Минин,+7 (831) 215-65-65,Рестораны
Бодрый день,+7 (920) 076-76-77,Кофейни
Зам Зам,+7 (967) 710-30-87,Кафе
T&w,+7 (920) 050-12-65,Кофейни
Шашлык Машлык,+7 (904) 797-09-99,Доставка еды
BrosFood,+7 (831) 262-10-25,Суши-бары
Тесто,+7 (950) 353-29-70,Пекарни
Coffee Friday,+7 (978) 900-83-01,Кофейни
Prosto Barista,+7 (951) 908-62-10,Кофейни
GrillWood,+7 (986) 744-51-02,Быстрое питание
Аппарат по продаже кофе,+7 (831) 414-64-51,Кофейни
